test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D,key
sat-practice-test-6-digital,Reading and Writing,1,20,Multiple Choice,C,"Louise Bennett (1919–2006), also known as “Miss Lou,” was an influential Jamaican poet and folklorist. Her innovative poems _______ the use of Jamaican Creole (a spoken language) in literature.",Which choice completes the text so that it conforms to the conventions of Standard English?,popularized;,"popularized,",popularized,popularized: odule,sat-practice-test-6-digital__Reading_and_Writing__1__20
sat-practice-test-6-digital,Reading and Writing,1,22,Multiple Choice,D,"Researchers Amit Kumar and Nicholas Epley investigated how _______ In a series of experiments conducted in 2022, they found that people performing small acts of kindness underestimated the positive effect their actions had on others.",Which choice completes the text so that it conforms to the conventions of Standard English?,do people perceive acts of kindness.,do people perceive acts of kindness?,people perceive acts of kindness?,people perceive acts of kindness. 11 CONTINUE,sat-practice-test-6-digital__Reading_and_Writing__1__22
sat-practice-test-6-digital,Reading and Writing,1,24,Multiple Choice,C,"Jamaican British artist Willard Wigan is known for his remarkable _______ so small that they are best viewed through a microscope, Wigan’s sculptures are made from tiny natural materials, such as spiderweb strands.",Which choice completes the text so that it conforms to the conventions of Standard English?,microsculptures creations,"microsculptures, creations",microsculptures. Creations,microsculptures and creations,sat-practice-test-6-digital__Reading_and_Writing__1__24
sat-practice-test-6-digital,Reading and Writing,1,25,Multiple Choice,B,"Consider the mechanics of the pinhole camera: light passes through a small hole, resulting in a focused projected image. A ray diagram reveals how this _______ the hole’s small size restricts light to a single ray, all light passing through the hole can only arrive at a single destination, eliminating diffraction and ensuring a clear image.",Which choice completes the text so that it conforms to the conventions of Standard English?,works because,works. Because,"works, it’s because",works: it’s because,sat-practice-test-6-digital__Reading_and_Writing__1__25
sat-practice-test-6-digital,Reading and Writing,1,26,Multiple Choice,D,"In the search for extraterrestrial life, astrobiologists Stuart Bartlett and Michael L. Wong propose that scientists avoid using the term “life.” _______ researchers should use another word: “lyfe.” This new term, they argue, could be used to draw distinctions between the known characteristics of life on Earth and the potentially differing characteristics of lyfe on other planets.",Which choice completes the text with the most logical transition?,"Previously,","Regardless,","There,","Instead, Mo",sat-practice-test-6-digital__Reading_and_Writing__1__26
sat-practice-test-6-digital,Reading and Writing,1,27,Multiple Choice,D,"Before it unveiled a massive new gallery in 2009, the Art Institute of Chicago was only able to display about 5% of its art collection. _______ the museum is able to display close to 30% of its collection.",Which choice completes the text with the most logical transition?,"Additionally,","For example,","Nevertheless,","Today,",sat-practice-test-6-digital__Reading_and_Writing__1__27
sat-practice-test-6-digital,Reading and Writing,1,28,Multiple Choice,C,"Working together with the Navajo Nation Department of Water Resources, Dr. Lani Tsinnajinnie analyzed data about snowpack levels in the Chuska Mountains. She found that the snowpack (the amount of snow on the ground) was deepest in early March at lower elevations. At higher elevations, _______ the snowpack was deepest in mid-March.",Which choice completes the text with the most logical transition?,"in other words,","for instance,","on the other hand,","in summary, odule",sat-practice-test-6-digital__Reading_and_Writing__1__28
sat-practice-test-6-digital,Reading and Writing,1,31,Multiple Choice,A,"While researching a topic, a student has taken the following notes: • In the 1930s, the Imperial Sugar Cane Institute in India sought to limit the country’s dependence on imported sugarcane. • The institute enlisted botanist Janaki Ammal to breed a local variety of sugarcane. • She crossbred the imported sugarcane species Saccharum officinarum with grasses native to India. • She succeeded in creating sugarcane hybrids well suited to India’s climate. The student wants to emphasize Janaki Ammal’s",achievement. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"By crossbreeding the imported sugarcane species Saccharum officinarum with grasses native to India, Ammal succeeded in creating sugarcane hybrids well suited to India’s climate.","In the 1930s, the Imperial Sugar Cane Institute, which enlisted Ammal, sought to limit dependence on imported sugarcane.",Ammal was enlisted by the Imperial Sugar Cane Institute at a time when a local variety of sugarcane needed to be produced.,"As part of efforts to breed a local variety of sugarcane, an imported sugarcane species called Saccharum officinarum was crossbred with grasses native to India. Mo",sat-practice-test-6-digital__Reading_and_Writing__1__31
sat-practice-test-6-digital,Reading and Writing,1,32,Multiple Choice,B,"While researching a topic, a student has taken the following notes: • Elizabeth Catlett’s sculpture Recognition (1970) shows two African American figures with rounded, indistinct features. • The figures reach out to each other in a pose that symbolizes a close, supportive relationship. • Her sculpture Students Aspire (1978) shows two African American figures with sharply defined features. • The figures hold an equal sign above their heads with one hand and embrace each other with the other hand. • This pose symbolizes their support for each other in the pursuit of equality. The student wants to emphasize a similarity between",the two sculptures. Which choice most effectively uses relevant information from the notes to accomplish this goal?,Catlett’s Students Aspire depicts two figures supporting each other in the pursuit of equality.,Recognition and Students Aspire both show African American figures in poses that symbolize supportive relationships.,Catlett completed Recognition in 1970 and Students Aspire in 1978.,"The figures in Recognition have features that are rounded and indistinct, while the figures in Students Aspire have sharply defined features. ST If you finish before time is called, you m Do not turn to any ot odule",sat-practice-test-6-digital__Reading_and_Writing__1__32
sat-practice-test-6-digital,Reading and Writing,2,1,Multiple Choice,A,"The works of Chicana artist Ester Hernandez are now _______ in museums both in the United States and abroad, but the murals she contributed to as a member of Las Mujeres Muralistas early in her artistic career were displayed in outdoor public spaces across San Francisco.",Which choice completes the text with the most logical and precise word or phrase?,invented,adjusted,featured,recommended - - - - - - - - ~,sat-practice-test-6-digital__Reading_and_Writing__2__1
